,title,location,cost_for_two,cuisine,ratings,review_counts,phone,url
3128,Hot Treat,George Town,₹450,"Chinese,Biryani,South Indian",3.3,113 votes,044 48633893,https://www.zomato.com/chennai/hot-treat-george-town
3129,R K Biriyani,Adyar,₹350,"Biryani,North Indian,Chinese",3.3,97 votes,+91 9042334435,https://www.zomato.com/chennai/r-k-biriyani-adyar
3130,Arafa Biriyani Point,Perambur,₹300,"Biryani,South Indian,Chinese",3.9,112 votes,+91 9840566783,https://www.zomato.com/chennai/arafa-biriyani-point-perambur
3131,The Cake Studio,Purasavakkam,₹400,Bakery,3.8,95 votes,+91 9600127370,https://www.zomato.com/chennai/the-cake-studio-purasavakkam
3132,ChappatiKings.com,Anna Nagar West,₹350,"Chinese,South Indian,North Indian",3.5,107 votes,"+91 9383840009, +91 7010269216",https://www.zomato.com/chennai/chappatikings-com-anna-nagar-west
3133,Hotel Sudha,Egmore,₹450,"South Indian,Chinese,North Indian",2.9,98 votes,"044 28364646, 044 42172255",https://www.zomato.com/chennai/hotel-sudha-egmore
3134,Cake a Lishious,Kilpauk,₹700,"Bakery,Desserts",3.9,37 votes,+91 9003025333,https://www.zomato.com/chennai/cake-a-lishious-3-kilpauk
3135,Bite Me Cupcakes,Thiruvanmiyur,₹300,Desserts,3.9,99 votes,+91 8825899734,https://www.zomato.com/chennai/bite-me-cupcakes-thiruvanmiyur
3136,Nimi's Oven,Ashok Nagar,₹250,"Bakery,Desserts,Fast Food",3.8,96 votes,"044 24742501, +91 9382060909",https://www.zomato.com/chennai/nimis-oven-ashok-nagar
3138,Trouser Anna Kadai,Mandaveli,₹300,South Indian,3.4,102 votes,+91 9884380470,https://www.zomato.com/chennai/trouser-anna-kadai-mandaveli
3139,Rang Mahal,Purasavakkam,"₹1,000","North Indian,South Indian,Chinese,Fast Food",3.4,106 votes,"044 42173377, +91 9381202019",https://www.zomato.com/chennai/rang-mahal-purasavakkam
3140,Coffee Tree Cafe,RA Puram,₹500,Cafe,3.9,52 votes,044 42343535,https://www.zomato.com/chennai/coffee-tree-cafe-ra-puram
3141,Shake Nation,Anna Nagar West,₹150,Beverages,3.9,99 votes,"+91 9445566977, +91 9176010200",https://www.zomato.com/chennai/shake-nation-anna-nagar-west
3142,Remix Dosa,Kodambakkam,₹250,South Indian,3.4,70 votes,"+91 9444944556, +91 9884394529",https://www.zomato.com/chennai/remix-dosa-kodambakkam
3143,Cake Paradise,Ramapuram,₹500,"Bakery,Fast Food",4,97 votes,"044 43358082, +91 9444945033",https://www.zomato.com/chennai/cake-paradise-ramapuram
3144,Adyar Bakery,Adyar,₹150,"Bakery,Fast Food",3.7,112 votes,044 24919186,https://www.zomato.com/chennai/adyar-bakery-adyar
3145,Bharath Restaurant,"Gokulam Park Hotel, Ashok Nagar",₹700,"South Indian,Seafood,North Indian,Chinese",3.6,103 votes,"+91 8695665153, +91 7667992633",https://www.zomato.com/chennai/bharath-restaurant-1-ashok-nagar
3147,Junia Cafe Express,Ramapuram,₹250,"Sandwich,Beverages",3.8,114 votes,"+91 9786118551, +91 9171388535",https://www.zomato.com/chennai/junia-cafe-express-ramapuram
3148,Oriental Blossom - Hotel Radha Regent,"Hotel Radha Regent, Arumbakkam","₹1,500","Chinese,Seafood,Asian",3.8,100 votes,044 66205790,https://www.zomato.com/chennai/oriental-blossom-hotel-radha-regent-arumbakkam
3149,Blueberry Pastries,Anna Nagar East,₹150,Bakery,3.4,30 votes,"044 45572340, +91 9790972340",https://www.zomato.com/chennai/blueberry-pastries-anna-nagar-east
3150,Basha Halwawala,Triplicane,₹250,Mithai,4.4,123 votes,"044 28412277, +91 9941320220",https://www.zomato.com/chennai/basha-halwawala-triplicane
3151,Kasivinayaga Mess,Triplicane,₹150,South Indian,4,106 votes,"044 28545027, +91 9444244137",https://www.zomato.com/chennai/kasivinayaga-mess-triplicane
3152,Arabian Delights,Anna Nagar East,₹500,"Arabian,North Indian,Chinese",3,109 votes,044 42172047,https://www.zomato.com/chennai/arabian-delights-anna-nagar-east
3153,Al Haytham,Anna Nagar East,₹700,"North Indian,Mughlai,Chinese,BBQ",3.5,104 votes,"044 26268888, +91 9600067482",https://www.zomato.com/chennai/al-haytham-anna-nagar-east
3154,Aaram Restaurant,Valasaravakkam,₹500,North Indian,3.6,98 votes,"044 45058111, +91 9884876432",https://www.zomato.com/chennai/aaram-restaurant-valasaravakkam
3155,Feastinn,Kilpauk,₹300,"North Indian,Street Food,Sandwich,Pizza,Juices,Beverages",3.9,90 votes,+91 9380905555,https://www.zomato.com/chennai/feastinn-kilpauk
3156,Sukha Nivas,Mylapore,₹350,"South Indian,North Indian,Chinese",3.6,101 votes,"044 24994539, +91 9884634539",https://www.zomato.com/chennai/sukha-nivas-mylapore
3157,Tanjavur military hotel,Park Town,₹250,South Indian,3.8,94 votes,+91 9940233696,https://www.zomato.com/chennai/tanjavur-military-hotel-park-town
3158,WAFL Café,Adyar,₹400,"Cafe,Bakery,Beverages,Fast Food,Continental,Desserts",4,60 votes,+91 7010832331,https://www.zomato.com/chennai/wafl-café-adyar
3159,The Roof Top Lounge,"Ramada Plaza, Guindy","₹1,200","BBQ,North Indian,Continental",3.9,78 votes,044 45653341,https://www.zomato.com/chennai/the-roof-top-lounge-guindy
3160,Jack N Jill,Anna Nagar East,₹400,"Fast Food,Biryani,Chinese",3.4,93 votes,+91 9176330330,https://www.zomato.com/chennai/jack-n-jill-anna-nagar-east
3162,Extase,"Ramada Plaza, Guindy","₹2,000","Continental,North Indian,Finger Food,Italian",3.7,74 votes,044 45653333,https://www.zomato.com/chennai/extase-guindy
3163,Nayeem Biryani Stall,Vepery,₹250,"Biryani,Fast Food",3.7,105 votes,+91 9940338693,https://www.zomato.com/chennai/nayeem-biryani-stall-vepery
3165,BBQ Bro's - The Backyard Barbeque,Ashok Nagar,₹300,"BBQ,Fast Food",4.1,88 votes,+91 9840578834,https://www.zomato.com/chennai/bbq-bros-the-backyard-barbeque-ashok-nagar
3167,Chendur,Saidapet,₹650,"South Indian,North Indian,Chinese",3.6,103 votes,"044 48548797, +91 9840785673",https://www.zomato.com/chennai/chendur-saidapet
3169,Steakout,Anna Nagar East,₹600,"Cafe,North Indian,Continental,Coffee,Beverages",3.6,96 votes,+91 8667564472,https://www.zomato.com/chennai/steakout-anna-nagar-east
3170,Madrasapattinam,"Hotel Marina Inn, Egmore",₹700,"South Indian,North Indian,Chinese",3.9,81 votes,"+91 9952082979, +91 7358765807",https://www.zomato.com/chennai/madrasapattinam-egmore
3172,Hotel Old Madras,Kolathur,₹400,"North Indian,South Indian,Chinese",3.3,98 votes,"+91 9840319606, +91 9087716771",https://www.zomato.com/chennai/hotel-old-madras-kolathur
3173,Buhari Vintage Hotel,Kilpauk,₹900,"Biryani,Arabian,North Indian",3.6,75 votes,"+91 7200034142, +91 7200044142",https://www.zomato.com/chennai/buhari-vintage-hotel-kilpauk
3174,Lobby Lounge - The Leela Palace,"The Leela Palace, MRC Nagar","₹2,500",Continental,4,86 votes,"044 33661234, 044 33661212",https://www.zomato.com/chennai/lobby-lounge-the-leela-palace-mrc-nagar
3175,Amirunnisa Biriyani,Triplicane,₹250,Biryani,3.3,105 votes,+91 9715377786,https://www.zomato.com/chennai/amirunnisa-biriyani-triplicane
3176,Hotel Chaitra,Mylapore,₹200,"South Indian,Chinese",3.5,108 votes,044 24994876,https://www.zomato.com/chennai/hotel-chaitra-mylapore
3178,Something Fishy,Mylapore,₹400,"Seafood,South Indian",3.8,94 votes,+91 9941330707,https://www.zomato.com/chennai/something-fishy-mylapore
3179,Hotel Excellent,George Town,₹500,"North Indian,Chinese,Biryani,Arabian",3.7,110 votes,"044 42164891, 044 25220957",https://www.zomato.com/chennai/hotel-excellent-george-town
3180,Doctor's Bubble Tea,Besant Nagar,₹200,"Cafe,Bubble Tea",3.9,89 votes,"+91 9962095020, +91 9962005020",https://www.zomato.com/chennai/doctors-bubble-tea-besant-nagar
3182,Sol Cuisine,Besant Nagar,₹400,"North Indian,Chinese",3.4,103 votes,+91 7092210888,https://www.zomato.com/chennai/sol-cuisine-besant-nagar
3184,Murali Krishna Andhra Hotel,Anna Nagar East,₹350,"North Indian,South Indian,Chinese",3.6,109 votes,"044 26225666, +91 9962348999",https://www.zomato.com/chennai/murali-krishna-andhra-hotel-anna-nagar-east
3187,Get Baked,Anna Nagar East,₹300,"Bakery,Desserts",4,83 votes,+91 9840256888,https://www.zomato.com/chennai/get-baked-anna-nagar-east
3188,Salem Thattu Vadai Kadai,K.K. Nagar,₹350,"Street Food,South Indian",3.5,82 votes,"+91 9841176699, +91 7338952660",https://www.zomato.com/chennai/salem-thattu-vadai-kadai-k-k-nagar
3189,Tattu Idly & Variety Dosa shop,Perambur,₹150,South Indian,3.6,78 votes,+91 9840053332,https://www.zomato.com/chennai/tattu-idly-variety-dosa-shop-perambur
3190,Silver Spoon,Anna Nagar East,₹800,"Biryani,North Indian,Mughlai,Chinese,BBQ",3.9,77 votes,"044 48578588, 044 48580529",https://www.zomato.com/chennai/silver-spoon-anna-nagar-east
3191,Howah Beach Kovalam,Kodambakkam,₹700,Kerala,3.5,67 votes,"044 23721111, 044 23723456",https://www.zomato.com/chennai/howah-beach-kovalam-kodambakkam
3192,Yadu Andhra Mess,Mylapore,₹100,South Indian,3.9,105 votes,+91 7904400730,https://www.zomato.com/chennai/yadu-andhra-mess-mylapore
3193,Mistletoe-Original Milkshakes,Ramapuram,₹150,"Beverages,Juices",3.8,100 votes,+91 9884417004,https://www.zomato.com/chennai/mistletoe-original-milkshakes-ramapuram
3194,Fanar Restaurant,Vepery,₹400,"North Indian,Seafood,Chinese",2.7,126 votes,"044 25612235, +91 9500050881",https://www.zomato.com/chennai/fanar-restaurant-vepery
3195,Al Sharjah,Mogappair,₹650,"North Indian,Kerala",2.9,82 votes,"044 26565777, 044 65665777",https://www.zomato.com/chennai/al-sharjah-mogappair
3196,Nivedhanam Veg International,Mylapore,₹550,"South Indian,North Indian,Chinese",2.9,99 votes,"044 42054882, 044 42054881",https://www.zomato.com/chennai/nivedhanam-veg-international-mylapore
3197,Sea Breeze,"JP Hotel, Koyambedu","₹1,300","North Indian,South Indian,Continental",3.7,65 votes,044 40288000,https://www.zomato.com/chennai/sea-breeze-koyambedu
3200,Nawabs,Anna Nagar East,₹300,"North Indian,Chinese,Fast Food",3.8,105 votes,+91 9444269051,https://www.zomato.com/chennai/nawabs-anna-nagar-east
3201,Milda Naturals,Anna Nagar East,₹150,"Ice Cream,Desserts",3.8,75 votes,"+91 9087498035, 044 42016745",https://www.zomato.com/chennai/milda-naturals-anna-nagar-east
3202,Balle Balle,Shenoy Nagar,₹300,North Indian,3.9,71 votes,"+91 9841608749, +91 9962057979",https://www.zomato.com/chennai/balle-balle-shenoy-nagar
3204,Afrah's kebab kitchen,Vadapalani,₹200,"Arabian,Chettinad",3.6,106 votes,+91 9710710687,https://www.zomato.com/chennai/afrahs-kebab-kitchen-vadapalani
3205,Hotel Surya,Perambur,₹450,"Chettinad,Chinese",3.6,91 votes,044 45542233,https://www.zomato.com/chennai/hotel-surya-perambur
3206,Soman Unavagam,Kolathur,₹350,South Indian,3.7,96 votes,044 48556365,https://www.zomato.com/chennai/soman-unavagam-kolathur
3207,Adyar Sree Bhavan,Adyar,₹250,"South Indian,North Indian,Chinese",3.6,86 votes,044 24416235,https://www.zomato.com/chennai/adyar-sree-bhavan-adyar
3208,Amsavalli Bhavan,Anna Nagar West,₹450,"South Indian,Chettinad,North Indian",3.4,73 votes,"044 48622899, +91 9884009911",https://www.zomato.com/chennai/amsavalli-bhavan-anna-nagar-west
3209,Jayruka Delicacies,Anna Nagar West,₹300,"South Indian,Sandwich,Desserts,Beverages",4.1,80 votes,+91 9176667278,https://www.zomato.com/chennai/jayruka-delicacies-anna-nagar-west
3211,Tranquebar - ITC Grand Chola,"ITC Grand Chola, Guindy","₹3,000",Finger Food,3.7,57 votes,"044 49065405, +91 9710716238",https://www.zomato.com/chennai/tranquebar-itc-grand-chola-guindy
3212,Chennai Chat,K.K. Nagar,₹400,North Indian,3.5,82 votes,+91 9380370009,https://www.zomato.com/chennai/chennai-chat-k-k-nagar
3213,Al Faham,Vepery,₹600,"North Indian,Chinese,BBQ,Mughlai",3.4,85 votes,"044 25611143, +91 9840193816",https://www.zomato.com/chennai/al-faham-vepery
3214,Soman Unvagam,Perambur,₹400,"South Indian,North Indian,Chinese",3.7,100 votes,044 45556365,https://www.zomato.com/chennai/soman-unvagam-perambur
3215,Cakes & Pies,Maduravoyal,₹400,"Bakery,Fast Food",3.8,59 votes,"044 65450078, +91 7200356343",https://www.zomato.com/chennai/cakes-pies-maduravoyal
3216,Ajwa Arabian Dines,Royapettah,₹400,"Arabian,North Indian,Chinese",3.9,86 votes,"044 45004343, +91 9176224411",https://www.zomato.com/chennai/ajwa-arabian-dines-royapettah
3217,Caffe Time,Ashok Nagar,₹400,"North Indian,Cafe,Beverages",3.6,74 votes,044 48609919,https://www.zomato.com/chennai/caffe-time-ashok-nagar
3220,The Delhi Dhaba,Kilpauk,₹300,"North Indian,Chinese",3.7,85 votes,044 48595998,https://www.zomato.com/chennai/the-delhi-dhaba-kilpauk
3221,Pastry Maniaa,Anna Nagar East,₹250,"Bakery,Desserts",4.1,94 votes,+91 9840070505,https://www.zomato.com/chennai/pastry-maniaa-anna-nagar-east
3222,National Bhavan,Sowcarpet,₹200,South Indian,3.8,112 votes,044 25369397,https://www.zomato.com/chennai/national-bhavan-sowcarpet
3224,The Atlantis Coffee,Anna Nagar East,₹600,"Italian,Continental,Cafe,Salad,Burger,Pizza",NEW,,+91 8848014008,https://www.zomato.com/chennai/the-atlantis-coffee-anna-nagar-east
3226,Madurai Sri Devar Hotel,Ekkaduthangal,₹500,"Chettinad,North Indian,Chinese",2.7,88 votes,"044 22250509, +91 9884250509",https://www.zomato.com/chennai/madurai-sri-devar-hotel-ekkaduthangal
3228,Hotel Uppu Saaru,Kolathur,₹500,"South Indian,Chinese,Chettinad",3.4,76 votes,"044 48678666, +91 8939040027",https://www.zomato.com/chennai/hotel-uppu-saaru-1-kolathur
3229,Mashawi,George Town,₹500,"Arabian,Middle Eastern",4.1,60 votes,"+91 7550021919, +91 7550031919",https://www.zomato.com/chennai/mashawi-george-town
3230,Atho Kadai,Anna Nagar West,₹250,Burmese,3.7,85 votes,+91 8667722551,https://www.zomato.com/chennai/atho-kadai-anna-nagar-west
3231,Annanagar Vaishanava's - Thattu Idli Kadai,Anna Nagar East,₹200,"South Indian,Chinese,Street Food",4,79 votes,"+91 9003008888, +91 9840261085",https://www.zomato.com/chennai/annanagar-vaishanavas-thattu-idli-kadai-anna-nagar-east
3232,Seena Bhai,Kilpauk,₹200,South Indian,3.7,67 votes,+91 8122295111,https://www.zomato.com/chennai/seena-bhai-1-kilpauk
3233,Biryani Darbar,Virugambakkam,₹500,"Bengali,Biryani,North Indian,Chinese",2.7,95 votes,"+91 8939611211, +91 7358016452",https://www.zomato.com/chennai/biryani-darbar-1-virugambakkam
3234,Abba Fast Food,Anna Nagar West,₹250,Fast Food,3.8,104 votes,Not available for this place,https://www.zomato.com/chennai/abba-fast-food-anna-nagar-west
3235,Al Taj Biryani,Triplicane,₹300,"Arabian,Chinese,North Indian,Biryani",3.8,101 votes,+91 9840074038,https://www.zomato.com/chennai/al-taj-biryani-triplicane
3236,Lassi Junction,Anna Nagar West,₹100,"Beverages,Ice Cream",3.7,76 votes,"+91 9600082934, 044 48642934",https://www.zomato.com/chennai/lassi-junction-anna-nagar-west
3239,Umar Kebab Corner,Anna Salai,₹400,"Biryani,Chinese,North Indian",3.5,87 votes,+91 9841660867,https://www.zomato.com/chennai/umar-kebab-corner-anna-salai
3240,Day buy Day Shawarma,Perambur,₹150,Arabian,3.6,97 votes,+91 9087919142,https://www.zomato.com/chennai/day-buy-day-shawarma-perambur
3241,Sultan Restaurant,Anna Nagar East,₹450,"North Indian,Chinese,Mughlai",3.5,69 votes,"+91 7200027207, +91 9176244244",https://www.zomato.com/chennai/sultan-restaurant-anna-nagar-east
3242,Akshaya,Purasavakkam,₹300,"South Indian,North Indian,Chinese",3.6,75 votes,"00 4442020777, 00 4442030777",https://www.zomato.com/chennai/akshaya-purasavakkam
3244,The Creams,Perambur,₹400,"Fast Food,Ice Cream,Desserts",3.8,76 votes,+91 9962557071,https://www.zomato.com/chennai/the-creams-perambur
3246,Marina Kitchen,Mylapore,₹900,"Chinese,North Indian",3,37 votes,"+91 8754545000, 044 24997599",https://www.zomato.com/chennai/marina-kitchen-mylapore
3247,Hotel Chandra's Inn,Ashok Nagar,₹250,"North Indian,Italian,South Indian,Chinese",3.6,90 votes,"044 24746633, 044 33187689",https://www.zomato.com/chennai/hotel-chandras-inn-ashok-nagar
3248,Juice Junction,Arumbakkam,₹150,"Juices,Beverages",3.9,77 votes,+91 9962111305,https://www.zomato.com/chennai/juice-junction-arumbakkam
3249,L'Orange,Anna Nagar East,₹500,"South Indian,North Indian,Chinese",2.9,69 votes,+91 8939100080,https://www.zomato.com/chennai/lorange-anna-nagar-east
3250,Frozen Smoothi,Besant Nagar,₹200,"Ice Cream,Desserts",3.6,36 votes,"+91 9894919086, 044 42657090",https://www.zomato.com/chennai/frozen-smoothi-besant-nagar
3252,Kolkata Rolls,Mylapore,₹150,Rolls,2.9,82 votes,+91 9080676325,https://www.zomato.com/chennai/kolkata-rolls-mylapore
3254,The Tickle Truck,Besant Nagar,₹200,Ice Cream,4.1,56 votes,+91 9884227789,https://www.zomato.com/chennai/the-tickle-truck-besant-nagar
3256,Hot Touch,George Town,₹400,"South Indian,North Indian,Chinese",3.7,93 votes,+91 9884188666,https://www.zomato.com/chennai/hot-touch-george-town
3257,Kullukki,Anna Nagar East,₹300,"Beverages,Fast Food,Desserts",4.1,64 votes,+91 9447633352,https://www.zomato.com/chennai/kullukki-anna-nagar-east
3258,Muthamizh Restaurant,Perambur,₹350,"North Indian,Chinese,South Indian",3.7,114 votes,"044 25510290, +91 9444368009",https://www.zomato.com/chennai/muthamizh-restaurant-perambur
3259,Saga Veg Resturant,Ashok Nagar,"₹1,100","South Indian,North Indian",3.7,81 votes,"+91 9677191919, 044 48652444",https://www.zomato.com/chennai/saga-veg-resturant-ashok-nagar
3260,Desire,Ekkaduthangal,₹500,"Chettinad,North Indian,Seafood,South Indian",3.6,87 votes,"044 43563286, 044 24719618",https://www.zomato.com/chennai/desire-ekkaduthangal
3263,Food Affair,Virugambakkam,₹300,"Fast Food,Beverages",3.9,68 votes,"+91 8610091206, +91 7339355955",https://www.zomato.com/chennai/food-affair-virugambakkam
3264,Desi Street,Anna Nagar East,₹300,"North Indian,Fast Food,Chinese",4.4,29 votes,044 48686567,https://www.zomato.com/chennai/desi-street-anna-nagar-east
3265,Hotel Jordan,Ramapuram,₹300,"Chinese,North Indian",3,72 votes,+91 8056261718,https://www.zomato.com/chennai/hotel-jordan-ramapuram
3267,Al Arafah Restaurant,Santhome,₹400,"Chinese,North Indian,Biryani",3.7,67 votes,"+91 8015435553, +91 9940321781",https://www.zomato.com/chennai/al-arafah-restaurant-santhome
3268,Kashti,Ambattur,₹450,"Desserts,Beverages,Fast Food,Street Food",2.7,39 votes,"+91 9362123123, 044 49591711",https://www.zomato.com/chennai/kashti-ambattur
3269,Bon Chocolate,K.K. Nagar,₹500,Bakery,3.7,43 votes,"+91 9790209309, +91 7200002663",https://www.zomato.com/chennai/bon-chocolate-k-k-nagar
3270,The Brownie Studio,"VR Mall, Anna Nagar",₹150,"Bakery,Desserts",3.9,72 votes,"+91 8939621467, +91 9789833108",https://www.zomato.com/chennai/the-brownie-studio-anna-nagar-west
3271,Vallavan Restaurant,Arumbakkam,₹300,"North Indian,South Indian,Chinese",3.5,90 votes,044 23634045,https://www.zomato.com/chennai/vallavan-restaurant-arumbakkam
3273,Ritz,Kilpauk,₹500,"Biryani,Chinese",3.4,79 votes,"+91 7667006677, +91 9995642425",https://www.zomato.com/chennai/ritz-kilpauk
3274,Hot and Chill,Vepery,₹200,"Street Food,Fast Food,Beverages",3.7,85 votes,+91 9600168971,https://www.zomato.com/chennai/hot-and-chill-vepery
3275,Atithi Khana,RA Puram,₹200,North Indian,4.1,58 votes,+91 9566248148,https://www.zomato.com/atithi-khana
3276,Icecap,Ramapuram,₹200,"Beverages,Juices",3.8,64 votes,+91 9840132488,https://www.zomato.com/chennai/icecap-ramapuram
3277,Madras Subs & Salads,Adyar,₹400,"Fast Food,Salad",4,79 votes,+91 9344343775,https://www.zomato.com/chennai/madras-subs-salads-adyar
3278,Ice Age,Adyar,₹200,Ice Cream,3.8,56 votes,+91 9994399555,https://www.zomato.com/chennai/ice-age-adyar
3279,Kati Roll Express,Valasaravakkam,₹400,"Fast Food,Chinese,Rolls",3.8,65 votes,"+91 7550007777, 040 43373377",https://www.zomato.com/chennai/kati-roll-express-valasaravakkam
3280,Twistelicious,Adyar,₹400,"Chinese,North Indian,South Indian",3.3,75 votes,+91 9884097169,https://www.zomato.com/chennai/twistelicious-adyar
3281,Hotel Bhimaas,"Hotel Bhimaas, Vadapalani",₹500,"Andhra,South Indian,Chettinad",2.5,71 votes,"+91 9677096411, +91 9677096408",https://www.zomato.com/chennai/hotel-bhimaas-vadapalani
